Year,Chamber,Quadrat,In_Out,CO2,Nitrogen,Treatment,Total_Height,Green_Height,Width
2006,18,3,1,1,1,4,64,64,4.5
2006,18,3,1,1,1,4,87,66,2.9
2006,18,3,1,1,1,4,86,86,4.9
2006,18,3,1,1,1,4,105,86,3.7
2006,18,3,1,1,1,4,76,57,3.9
2006,18,3,1,1,1,4,76,76,5.2
2006,18,3,1,1,1,4,99,91,3.7
2006,18,3,1,1,1,4,97,94,2.6
2006,18,3,1,1,1,4,105,98,3.8
2006,18,3,1,1,1,4,65,65,4
2006,18,3,1,1,1,4,88,71,3.5
2006,18,3,1,1,1,4,99,96,3.4
2006,18,3,1,1,1,4,81,62,2.7
2006,18,3,1,1,1,4,101,91,3.5
2006,18,3,1,1,1,4,107,101,3.7
2006,18,3,1,1,1,4,91,89,4.3
2006,18,3,1,1,1,4,67,67,4
2006,18,3,1,1,1,4,86,86,3.7
2006,18,3,1,1,1,4,105,105,3.9
2006,18,3,1,1,1,4,106,103,3
2006,18,3,1,1,1,4,88,82,3.5
2006,18,4,1,1,1,4,66,66,3.9
2006,18,4,1,1,1,4,47,47,4.2
2006,18,4,1,1,1,4,71,71,3.8
2006,18,4,1,1,1,4,81,68,3
2006,18,4,1,1,1,4,106,91,3.8
2006,18,4,1,1,1,4,65,60,2.6
2006,18,4,1,1,1,4,66,58,2.8
2006,18,4,1,1,1,4,98,97,3.8
2006,18,4,1,1,1,4,93,81,3.6
2006,18,4,1,1,1,4,97,88,3.1
2006,18,4,1,1,1,4,84,72,2.5
2006,18,4,1,1,1,4,99,87,3.8
2006,18,4,1,1,1,4,120,118,4
2006,18,4,1,1,1,4,70,70,4.2
2006,18,4,1,1,1,4,117,115,3.9
2006,18,4,1,1,1,4,102,92,3.4
2006,18,4,1,1,1,4,110,102,3.7
2006,18,4,1,1,1,4,119,109,3.4
2006,18,4,1,1,1,4,94,85,3.2
2006,18,4,1,1,1,4,88,71,3.6
2006,18,4,1,1,1,4,95,92,2.9
2006,18,4,1,1,1,4,114,90,3.8
2006,18,4,1,1,1,4,80,71,2.4
2006,18,4,1,1,1,4,103,101,3.3
2006,18,4,1,1,1,4,98,97,2.7
2006,18,4,1,1,1,4,90,89,3.8
2006,18,4,1,1,1,4,103,100,3.2
2006,18,4,1,1,1,4,92,87,3.3
2006,18,4,1,1,1,4,97,90,2.4
2006,18,4,1,1,1,4,105,103,4.5
2006,18,4,1,1,1,4,97,67,3.4
2006,18,4,1,1,1,4,111,97,3.5
2006,18,4,1,1,1,4,90,90,3.8
2006,18,4,1,1,1,4,96,95,4
2006,18,4,1,1,1,4,102,94,4
2006,18,4,1,1,1,4,105,104,4.9
2006,18,4,1,1,1,4,108,99,4.3
2006,18,4,1,1,1,4,103,102,5
2006,18,4,1,1,1,4,95,91,3.3
2006,18,4,1,1,1,4,98,95,3.4
2006,18,4,1,1,1,4,50,50,4.3
2006,18,4,1,1,1,4,106,95,4.2
2006,18,4,1,1,1,4,110,100,4.1
2006,18,4,1,1,1,4,80,75,2.8
2006,18,4,1,1,1,4,82,80,3.2
2006,18,4,1,1,1,4,92,85,3.3
2006,18,4,1,1,1,4,104,103,4.1
2006,18,4,1,1,1,4,104,102,4.6
2006,18,4,1,1,1,4,95,94,2.4
2006,18,4,1,1,1,4,104,103,3.6
2006,18,4,1,1,1,4,104,94,3.7
2006,18,4,1,1,1,4,81,75,3.1
2006,18,4,1,1,1,4,81,81,3.6
2006,18,4,1,1,1,4,85,73,2.5
2006,18,4,1,1,1,4,106,89,2.9
2006,18,4,1,1,1,4,103,93,2.9
2006,18,4,1,1,1,4,111,105,3.8
2006,18,4,1,1,1,4,111,103,3.4
2006,18,4,1,1,1,4,103,101,4.8
2006,18,4,1,1,1,4,102,91,4
2006,18,4,1,1,1,4,84,84,2.3
2006,18,4,1,1,1,4,111,108,2.6
2006,18,4,1,1,1,4,106,94,3.3
2006,18,5,1,1,1,4,50,50,3.5
2006,18,5,1,1,1,4,96,70,3.6
2006,18,5,1,1,1,4,112,106,3.5
2006,18,5,1,1,1,4,104,90,3.1
2006,18,5,1,1,1,4,86,70,2.6
2006,18,5,1,1,1,4,105,97,3.3
2006,18,5,1,1,1,4,112,110,4.3
2006,18,5,1,1,1,4,116,115,3.4
2006,18,5,1,1,1,4,106,105,4.3
2006,18,5,1,1,1,4,116,114,3.4
2006,18,5,1,1,1,4,115,114,3.2
2006,18,5,1,1,1,4,111,109,2.9
2006,18,5,1,1,1,4,100,96,3.1
2006,18,5,1,1,1,4,92,76,3
2006,18,5,1,1,1,4,103,86,1.9
2006,18,5,1,1,1,4,103,95,3.8
2006,18,5,1,1,1,4,99,98,4.1
2006,18,5,1,1,1,4,113,109,2.9
2006,18,5,1,1,1,4,112,110,3.4
2006,18,5,1,1,1,4,114,109,3.3
2006,18,5,1,1,1,4,80,79,2.8
2006,18,5,1,1,1,4,119,117,3.2
2006,18,5,1,1,1,4,105,103,4.1
2006,18,5,1,1,1,4,113,110,3.7
2006,18,5,1,1,1,4,122,113,4.3
2006,18,5,1,1,1,4,122,117,3
2006,18,5,1,1,1,4,116,114,4.2
2006,18,5,1,1,1,4,115,110,3.1
2006,18,5,1,1,1,4,121,120,3.5
2006,18,5,1,1,1,4,121,119,4
2006,18,5,1,1,1,4,97,95,3.1
2006,18,5,1,1,1,4,105,103,3.4
2006,18,5,1,1,1,4,126,122,3.5
2006,18,5,1,1,1,4,92,90,2.4
2006,18,5,1,1,1,4,122,116,3.6
2006,18,5,1,1,1,4,117,103,4
2006,18,5,1,1,1,4,87,86,3.4
2006,18,5,1,1,1,4,125,123,3.6
2006,18,5,1,1,1,4,126,124,3.5
2006,18,5,1,1,1,4,118,113,3.2
2006,18,5,1,1,1,4,126,124,4.1
2006,18,5,1,1,1,4,115,113,2.8
2006,18,5,1,1,1,4,115,110,3.3
2006,18,5,1,1,1,4,95,84,2.2
2006,18,5,1,1,1,4,107,96,2.7
2006,18,5,1,1,1,4,110,108,3.8
2006,18,5,1,1,1,4,84,80,2.4
2006,18,5,1,1,1,4,113,110,3.2
2006,18,5,1,1,1,4,99,97,2.6
2006,18,5,1,1,1,4,105,95,2.8
2006,18,5,1,1,1,4,112,110,3.4
2006,18,6,1,1,1,4,54,54,3.9
2006,18,6,1,1,1,4,103,101,5.5
2006,18,6,1,1,1,4,102,95,3.6
2006,18,6,1,1,1,4,73,45,3.9
2006,18,6,1,1,1,4,96,94,4.6
2006,18,6,1,1,1,4,58,58,3.2
2006,18,6,1,1,1,4,53,53,3.6
2006,18,6,1,1,1,4,106,95,4.2
2006,18,6,1,1,1,4,80,74,3
2006,18,6,1,1,1,4,104,103,4
2006,18,6,1,1,1,4,86,83,2.7
2006,18,6,1,1,1,4,87,85,3.2
2006,18,6,1,1,1,4,96,70,3.6
2006,18,6,1,1,1,4,67,62,2.4
2006,18,6,1,1,1,4,70,58,2.4
2006,18,6,1,1,1,4,95,84,3.6
2006,18,6,1,1,1,4,65,52,1.8
2006,18,6,1,1,1,4,72,70,3.3
2006,18,6,1,1,1,4,63,63,3.2
2006,18,6,1,1,1,4,73,63,2.9
2006,18,6,1,1,1,4,50,50,5.1
2006,18,6,1,1,1,4,48,48,4.3
2006,18,6,1,1,1,4,82,77,2.9
2006,18,6,1,1,1,4,40,40,3.8
2006,18,6,1,1,1,4,103,84,3.9
2006,18,6,1,1,1,4,94,85,2.9
2006,18,6,1,1,1,4,80,73,2.5
2006,18,6,1,1,1,4,100,60,2.5
2006,18,6,1,1,1,4,95,90,2.9
2006,18,6,1,1,1,4,85,78,2.8
2006,18,6,1,1,1,4,72,72,5.2
2006,18,6,1,1,1,4,113,111,5
2006,18,6,1,1,1,4,75,68,2.9
2006,18,6,1,1,1,4,66,66,3.1
2006,18,6,1,1,1,4,74,74,2.9
2006,18,6,1,1,1,4,104,98,3.9
2006,18,6,1,1,1,4,92,91,6.1
2006,18,6,1,1,1,4,64,57,2.1
2006,18,6,1,1,1,4,112,110,4.8
2006,18,6,1,1,1,4,104,103,4.9
2006,18,6,1,1,1,4,65,65,2.6
2006,18,6,1,1,1,4,61,61,4.1
2006,18,6,1,1,1,4,86,82,3.2
2006,18,6,1,1,1,4,116,113,4.6
2006,18,6,1,1,1,4,102,94,3.6
2006,18,6,1,1,1,4,102,99,2.3
2006,18,6,1,1,1,4,92,83,3.4
2006,18,7,0,1,1,4,60,57,2.5
2006,18,7,0,1,1,4,91,88,2.6
2006,18,7,0,1,1,4,53,53,3.1
2006,18,7,0,1,1,4,83,80,3.9
2006,18,7,0,1,1,4,88,58,3.5
2006,18,7,0,1,1,4,56,56,3
2006,18,7,0,1,1,4,107,105,3.6
2006,18,7,0,1,1,4,104,102,4.3
2006,18,7,0,1,1,4,66,66,3.6
2006,18,7,0,1,1,4,92,85,2.6
2006,18,7,0,1,1,4,65,65,3.7
2006,18,7,0,1,1,4,67,67,3.7
2006,18,7,0,1,1,4,113,102,3.3
2006,18,7,0,1,1,4,117,115,4.1
2006,18,7,0,1,1,4,98,87,3.5
2006,18,7,0,1,1,4,108,102,3.6
2006,18,7,0,1,1,4,68,68,3.8
2006,18,7,0,1,1,4,89,80,3.5
2006,18,7,0,1,1,4,94,89,3
2006,18,7,0,1,1,4,105,100,3.2
2006,18,7,0,1,1,4,75,75,5.3
2006,18,7,0,1,1,4,55,40,3.3
2006,18,7,0,1,1,4,95,70,4.1
2006,18,7,0,1,1,4,120,111,3.7
2006,18,7,0,1,1,4,95,95,3.4
2006,18,7,0,1,1,4,123,110,4.4
2006,18,7,0,1,1,4,87,87,4.4
2006,18,7,0,1,1,4,115,109,3.3
2006,18,7,0,1,1,4,102,100,3.8
2006,18,7,0,1,1,4,63,63,3.5
2006,18,7,0,1,1,4,99,85,4.1
2006,18,7,0,1,1,4,98,87,3.3
2006,18,7,0,1,1,4,75,70,2.6
2006,18,7,0,1,1,4,51,51,4.9
2006,18,7,0,1,1,4,61,60,3.9
2006,18,7,0,1,1,4,111,107,3.9
2006,18,7,0,1,1,4,116,100,3.6
2006,18,7,0,1,1,4,82,80,3.1
2006,18,7,0,1,1,4,91,90,4.1
2006,18,7,0,1,1,4,97,95,4.9
2006,18,7,0,1,1,4,72,70,3.2
2006,18,7,0,1,1,4,55,55,4.4
2006,18,7,0,1,1,4,42,42,4.6
2006,18,7,0,1,1,4,107,106,3.4
2006,18,7,0,1,1,4,123,119,4.6
2006,18,7,0,1,1,4,129,125,4.4
2006,18,7,0,1,1,4,112,110,4
2006,18,7,0,1,1,4,116,114,3.6
2006,18,7,0,1,1,4,112,109,3.9
2006,18,7,0,1,1,4,60,60,4.1
2006,18,8,0,1,1,4,45,45,4
2006,18,8,0,1,1,4,71,71,4.5
2006,18,8,0,1,1,4,113,109,3.9
2006,18,8,0,1,1,4,100,98,3.5
2006,18,8,0,1,1,4,95,79,3.7
2006,18,8,0,1,1,4,116,115,3.3
2006,18,8,0,1,1,4,79,25,4.2
2006,18,8,0,1,1,4,95,93,3.2
2006,18,8,0,1,1,4,104,60,3.5
2006,18,8,0,1,1,4,116,98,4.5
2006,18,8,0,1,1,4,120,118,4
2006,18,8,0,1,1,4,66,66,4.1
2006,18,8,0,1,1,4,130,129,4.4
2006,18,8,0,1,1,4,119,116,3.8
2006,18,8,0,1,1,4,103,102,3.3
2006,18,8,0,1,1,4,87,86,5
2006,18,8,0,1,1,4,123,45,4.2
2006,18,8,0,1,1,4,132,130,4.3
2006,18,8,0,1,1,4,119,117,3.9
2006,18,8,0,1,1,4,95,93,3.2
2006,18,8,0,1,1,4,62,62,4.1
2006,18,8,0,1,1,4,102,95,4
2006,18,8,0,1,1,4,85,83,3.7
2006,18,8,0,1,1,4,96,93,3.2
2006,18,8,0,1,1,4,123,118,3.5
2006,18,8,0,1,1,4,110,109,3.6
2006,18,8,0,1,1,4,97,94,4.1
2006,18,8,0,1,1,4,32,32,4
2006,18,8,0,1,1,4,63,63,5.1
2006,18,8,0,1,1,4,57,57,4.6
2006,18,8,0,1,1,4,110,107,3.9
2006,18,8,0,1,1,4,108,105,2.4
2006,18,8,0,1,1,4,113,109,3.4
2006,18,8,0,1,1,4,95,94,4.7
2006,18,8,0,1,1,4,124,119,4
2006,18,8,0,1,1,4,103,100,3.5
2006,18,8,0,1,1,4,110,108,3.1
2006,18,8,0,1,1,4,116,114,3.4
2006,18,8,0,1,1,4,89,80,3.3
2006,18,8,0,1,1,4,106,105,4.5
2006,18,8,0,1,1,4,81,80,2.6
2006,18,8,0,1,1,4,114,112,3.9
2006,18,8,0,1,1,4,78,78,4.3
2006,18,8,0,1,1,4,67,67,4.4
2006,18,8,0,1,1,4,109,107,3.6
2006,18,8,0,1,1,4,60,60,4.3
2006,18,8,0,1,1,4,77,60,2.7
2006,18,8,0,1,1,4,125,118,4.8
2006,18,8,0,1,1,4,115,113,3.7
2006,18,8,0,1,1,4,100,91,3.6
2006,18,8,0,1,1,4,102,98,4.1
2006,18,8,0,1,1,4,67,67,4.3
2006,18,8,0,1,1,4,115,89,3.9
2006,18,8,0,1,1,4,79,79,4.3
2006,19,1,1,1,0,3,65,65,3.8
2006,19,1,1,1,0,3,115,98,4.1
2006,19,1,1,1,0,3,122,118,4.2
2006,19,1,1,1,0,3,96,82,3.7
2006,19,1,1,1,0,3,126,105,3.5
2006,19,1,1,1,0,3,105,103,4
2006,19,1,1,1,0,3,123,115,3.5
2006,19,1,1,1,0,3,109,100,3.9
2006,19,1,1,1,0,3,97,96,2.7
2006,19,1,1,1,0,3,114,99,3.8
2006,19,1,1,1,0,3,103,97,3.8
2006,19,1,1,1,0,3,107,103,3
2006,19,1,1,1,0,3,107,104,3.1
2006,19,1,1,1,0,3,107,103,3.2
2006,19,1,1,1,0,3,87,87,3.7
2006,19,1,1,1,0,3,132,129,3.7
2006,19,1,1,1,0,3,98,97,4.9
2006,19,1,1,1,0,3,114,107,2.8
2006,19,1,1,1,0,3,109,108,4.5
2006,19,1,1,1,0,3,109,108,4.5
2006,19,1,1,1,0,3,123,111,4.3
2006,19,1,1,1,0,3,103,96,3.8
2006,19,1,1,1,0,3,112,96,4.1
2006,19,1,1,1,0,3,103,96,3.9
2006,19,1,1,1,0,3,80,80,3.4
2006,19,1,1,1,0,3,95,91,4.2
2006,19,1,1,1,0,3,110,103,3.2
2006,19,1,1,1,0,3,91,91,3.6
2006,19,1,1,1,0,3,110,107,3.3
2006,19,1,1,1,0,3,126,124,3.7
2006,19,1,1,1,0,3,107,105,3.6
2006,19,1,1,1,0,3,118,112,3.1
2006,19,2,1,1,0,3,65,65,4.5
2006,19,2,1,1,0,3,50,50,3
2006,19,2,1,1,0,3,120,119,4.8
2006,19,2,1,1,0,3,70,70,3.8
2006,19,2,1,1,0,3,81,65,2.6
2006,19,2,1,1,0,3,79,79,3.8
2006,19,2,1,1,0,3,106,103,3.1
2006,19,2,1,1,0,3,94,82,2.1
2006,19,2,1,1,0,3,107,105,2.8
2006,19,2,1,1,0,3,93,90,3.4
2006,19,2,1,1,0,3,93,62,2.4
2006,19,2,1,1,0,3,93,92,4.5
2006,19,2,1,1,0,3,87,87,4.1
2006,19,2,1,1,0,3,111,103,3.8
2006,19,2,1,1,0,3,92,85,3.4
2006,19,2,1,1,0,3,90,89,3.6
2006,19,2,1,1,0,3,127,102,4.1
2006,19,2,1,1,0,3,114,110,3.7
2006,19,2,1,1,0,3,94,89,2.7
2006,19,2,1,1,0,3,108,104,3
2006,19,2,1,1,0,3,95,91,3.1
2006,19,2,1,1,0,3,85,81,3.6
2006,19,2,1,1,0,3,107,106,4.6
2006,19,2,1,1,0,3,95,84,4.4
2006,19,2,1,1,0,3,109,105,3
2006,19,2,1,1,0,3,101,89,3.6
2006,19,2,1,1,0,3,109,103,4
2006,19,2,1,1,0,3,95,84,4.1
2006,19,2,1,1,0,3,98,93,3.6
2006,19,2,1,1,0,3,116,105,4
2006,19,2,1,1,0,3,120,111,3.7
2006,19,2,1,1,0,3,107,105,3.9
2006,19,2,1,1,0,3,108,105,3
2006,19,2,1,1,0,3,94,89,3.8
2006,19,3,1,1,0,3,47,47,4.4
2006,19,3,1,1,0,3,110,87,3.9
2006,19,3,1,1,0,3,107,105,3.8
2006,19,3,1,1,0,3,93,93,4.3
2006,19,3,1,1,0,3,110,109,4
2006,19,3,1,1,0,3,130,124,3.3
2006,19,3,1,1,0,3,124,121,3.1
2006,19,3,1,1,0,3,101,100,4.7
2006,19,3,1,1,0,3,83,80,4.4
2006,19,3,1,1,0,3,103,102,4.7
2006,19,3,1,1,0,3,92,91,3.6
2006,19,3,1,1,0,3,85,80,2.9
2006,19,3,1,1,0,3,119,115,3.3
2006,19,3,1,1,0,3,116,114,3.4
2006,19,3,1,1,0,3,112,110,2.6
2006,19,3,1,1,0,3,80,78,3.1
2006,19,3,1,1,0,3,94,76,3.7
2006,19,3,1,1,0,3,101,98,2.1
2006,19,3,1,1,0,3,116,114,2.9
2006,19,3,1,1,0,3,112,100,3.8
2006,19,3,1,1,0,3,90,90,3.5
2006,19,3,1,1,0,3,95,91,3.2
2006,19,3,1,1,0,3,113,109,3.3
2006,19,3,1,1,0,3,91,89,2.7
2006,19,3,1,1,0,3,128,125,3.6
2006,19,3,1,1,0,3,91,89,2.5
2006,19,3,1,1,0,3,93,90,2.6
2006,19,3,1,1,0,3,93,89,2.4
2006,19,4,1,1,0,3,54,54,5.2
2006,19,4,1,1,0,3,55,55,5.2
2006,19,4,1,1,0,3,57,57,4.1
2006,19,4,1,1,0,3,35,35,4.1
2006,19,4,1,1,0,3,107,103,2.8
2006,19,4,1,1,0,3,96,95,3.1
2006,19,4,1,1,0,3,114,110,3.6
2006,19,4,1,1,0,3,105,104,3.2
2006,19,4,1,1,0,3,97,84,3.5
2006,19,4,1,1,0,3,95,93,2.7
2006,19,4,1,1,0,3,114,112,4.6
2006,19,4,1,1,0,3,123,120,3.5
2006,19,4,1,1,0,3,95,95,3.8
2006,19,4,1,1,0,3,114,102,3.5
2006,19,4,1,1,0,3,97,85,3.7
2006,19,4,1,1,0,3,102,101,4.2
2006,19,4,1,1,0,3,85,85,4.2
2006,19,4,1,1,0,3,89,87,4.2
2006,19,4,1,1,0,3,104,85,3.5
2006,19,4,1,1,0,3,115,112,3.3
2006,19,4,1,1,0,3,113,110,3.8
2006,19,4,1,1,0,3,89,76,2.9
2006,19,4,1,1,0,3,95,82,4
2006,19,4,1,1,0,3,92,87,3.3
2006,19,4,1,1,0,3,112,93,3.5
2006,19,4,1,1,0,3,97,95,3.8
2006,19,4,1,1,0,3,111,92,3.4
2006,19,4,1,1,0,3,92,90,3.3
2006,19,4,1,1,0,3,109,97,4.8
2006,19,4,1,1,0,3,96,83,3.2
2006,19,4,1,1,0,3,100,87,4.3
2006,19,4,1,1,0,3,104,102,3.7
2006,19,4,1,1,0,3,115,110,3.2
2006,19,4,1,1,0,3,117,113,4.8
2006,19,4,1,1,0,3,114,89,4.2
2006,19,4,1,1,0,3,87,86,4.2
2006,19,4,1,1,0,3,101,94,3.7
2006,19,4,1,1,0,3,120,118,5
2006,19,4,1,1,0,3,111,100,5.2
2006,19,4,1,1,0,3,109,106,5.1
2006,19,4,1,1,0,3,105,102,3.5
2006,19,4,1,1,0,3,96,85,3.8
2006,19,5,1,1,0,3,87,87,4.2
2006,19,5,1,1,0,3,111,105,4.3
2006,19,5,1,1,0,3,92,90,2.9
2006,19,5,1,1,0,3,97,94,4
2006,19,5,1,1,0,3,127,111,4.1
2006,19,5,1,1,0,3,109,105,2.8
2006,19,5,1,1,0,3,106,99,3.1
2006,19,5,1,1,0,3,90,75,3.7
2006,19,5,1,1,0,3,91,72,4.1
2006,19,5,1,1,0,3,86,86,4.8
2006,19,5,1,1,0,3,75,75,2.6
2006,19,5,1,1,0,3,89,72,2.6
2006,19,5,1,1,0,3,120,100,3.1
2006,19,5,1,1,0,3,91,89,2.4
2006,19,5,1,1,0,3,111,110,5.1
2006,19,5,1,1,0,3,96,94,3.5
2006,19,5,1,1,0,3,85,74,3.1
2006,19,5,1,1,0,3,110,109,3.4
2006,19,5,1,1,0,3,99,82,2.7
2006,19,5,1,1,0,3,112,109,3.6
2006,19,5,1,1,0,3,107,96,4
2006,19,5,1,1,0,3,93,85,3.5
2006,19,5,1,1,0,3,100,85,3.1
2006,19,5,1,1,0,3,96,95,3.7
2006,19,5,1,1,0,3,115,113,3.8
2006,19,5,1,1,0,3,123,118,4.8
2006,19,5,1,1,0,3,89,89,3.9
2006,19,5,1,1,0,3,103,99,4.1
2006,19,6,1,1,0,3,45,45,4.1
2006,19,6,1,1,0,3,50,50,3.2
2006,19,6,1,1,0,3,52,52,4.1
2006,19,6,1,1,0,3,126,124,3.6
2006,19,6,1,1,0,3,108,105,3.5
2006,19,6,1,1,0,3,97,96,3.1
2006,19,6,1,1,0,3,98,96,2.8
2006,19,6,1,1,0,3,91,90,2.3
2006,19,6,1,1,0,3,113,110,3.5
2006,19,6,1,1,0,3,102,99,3.3
2006,19,6,1,1,0,3,66,66,3.5
2006,19,6,1,1,0,3,101,89,3.8
2006,19,6,1,1,0,3,102,99,4
2006,19,6,1,1,0,3,89,89,4.4
2006,19,6,1,1,0,3,85,85,4.1
2006,19,6,1,1,0,3,115,111,4
2006,19,6,1,1,0,3,95,90,3.4
2006,19,6,1,1,0,3,115,111,3.6
2006,19,6,1,1,0,3,123,121,3.2
2006,19,6,1,1,0,3,103,100,3.4
2006,19,6,1,1,0,3,73,73,3.2
2006,19,6,1,1,0,3,118,117,3.2
2006,19,6,1,1,0,3,98,96,3
2006,19,6,1,1,0,3,115,113,3.5
2006,19,6,1,1,0,3,102,96,3.3
2006,19,6,1,1,0,3,102,97,4.1
2006,19,6,1,1,0,3,71,71,3.3
2006,19,6,1,1,0,3,109,107,3.7
2006,19,6,1,1,0,3,83,80,2.9
2006,19,6,1,1,0,3,35,35,4.5
2006,19,6,1,1,0,3,46,46,3.8
2006,19,6,1,1,0,3,118,115,3.9
2006,19,6,1,1,0,3,103,100,3.3
2006,19,6,1,1,0,3,114,110,3.4
2006,19,6,1,1,0,3,74,74,4
2006,19,6,1,1,0,3,110,108,3.6
2006,19,6,1,1,0,3,113,110,3.5
2006,19,6,1,1,0,3,115,112,3.8
2006,19,6,1,1,0,3,104,101,3.4
2006,19,6,1,1,0,3,80,80,4.7
2006,19,6,1,1,0,3,109,106,5.2
2006,19,6,1,1,0,3,45,45,4.1
2006,19,6,1,1,0,3,98,95,3.5
2006,19,6,1,1,0,3,107,104,3.4
2006,19,6,1,1,0,3,95,92,3.2
2006,19,6,1,1,0,3,85,77,2.5
2006,19,6,1,1,0,3,120,114,3.4
2006,19,6,1,1,0,3,107,100,3.2
2006,19,6,1,1,0,3,100,95,3.3
2006,19,6,1,1,0,3,111,109,3.2
2006,19,6,1,1,0,3,109,107,3.3
2006,19,6,1,1,0,3,97,97,4.2
2006,19,6,1,1,0,3,107,104,3.3
2006,19,6,1,1,0,3,94,94,4.1
2006,19,6,1,1,0,3,83,80,2.6
2006,19,6,1,1,0,3,91,88,2.7
2006,19,6,1,1,0,3,94,90,3.3
2006,19,6,1,1,0,3,109,106,3.4
2006,19,7,0,1,0,3,58,58,4.2
2006,19,7,0,1,0,3,112,109,4.3
2006,19,7,0,1,0,3,115,101,4.2
2006,19,7,0,1,0,3,104,101,4.1
2006,19,7,0,1,0,3,103,95,3.5
2006,19,7,0,1,0,3,74,74,4.1
2006,19,7,0,1,0,3,97,58,3.2
2006,19,7,0,1,0,3,95,93,3.3
2006,19,7,0,1,0,3,109,72,3.4
2006,19,7,0,1,0,3,115,110,4.1
2006,19,7,0,1,0,3,113,98,3.6
2006,19,7,0,1,0,3,66,66,3.9
2006,19,7,0,1,0,3,96,95,3.8
2006,19,7,0,1,0,3,63,63,4
2006,19,7,0,1,0,3,125,118,3.6
2006,19,7,0,1,0,3,94,94,4
2006,19,7,0,1,0,3,126,124,3.3
2006,19,7,0,1,0,3,121,120,3.2
2006,19,7,0,1,0,3,110,106,2.6
2006,19,7,0,1,0,3,137,135,3.7
2006,19,7,0,1,0,3,99,97,2.9
2006,19,7,0,1,0,3,92,87,2.2
2006,19,7,0,1,0,3,89,74,3.8
2006,19,7,0,1,0,3,119,114,4.1
2006,19,7,0,1,0,3,77,77,4
2006,19,7,0,1,0,3,74,74,5.2
2006,19,7,0,1,0,3,105,103,2.9
2006,19,7,0,1,0,3,77,53,3.5
2006,19,7,0,1,0,3,129,127,3.3
2006,19,7,0,1,0,3,77,77,4.7
2006,19,7,0,1,0,3,117,117,3.7
2006,19,7,0,1,0,3,78,74,2.5
2006,19,7,0,1,0,3,60,60,3.8
2006,19,7,0,1,0,3,93,91,2.5
2006,19,7,0,1,0,3,106,104,2.8
2006,19,7,0,1,0,3,73,73,4
2006,19,7,0,1,0,3,107,105,3.5
2006,19,7,0,1,0,3,117,94,3.5
2006,19,7,0,1,0,3,107,103,3.3
2006,19,7,0,1,0,3,116,114,3
2006,19,7,0,1,0,3,95,91,3.9
2006,19,7,0,1,0,3,106,104,3.5
2006,19,7,0,1,0,3,115,112,2.9
2006,19,8,0,1,0,3,45,45,3.9
2006,19,8,0,1,0,3,30,30,3.9
2006,19,8,0,1,0,3,28,28,1.9
2006,19,8,0,1,0,3,60,60,4.9
2006,19,8,0,1,0,3,112,89,3.8
2006,19,8,0,1,0,3,55,49,3
2006,19,8,0,1,0,3,96,78,2.9
2006,19,8,0,1,0,3,88,88,5.1
2006,19,8,0,1,0,3,94,91,5.6
2006,19,8,0,1,0,3,102,101,5.1
2006,19,8,0,1,0,3,96,94,3.7
2006,19,8,0,1,0,3,60,60,4.7
2006,19,8,0,1,0,3,86,40,4
2006,19,8,0,1,0,3,106,103,2.9
2006,19,8,0,1,0,3,123,119,3.5
2006,19,8,0,1,0,3,50,50,2.4
2006,19,8,0,1,0,3,94,87,3.2
2006,19,8,0,1,0,3,83,83,5.6
2006,19,8,0,1,0,3,108,106,3.2
2006,19,8,0,1,0,3,115,101,3.7
2006,19,8,0,1,0,3,116,114,2.8
2006,19,8,0,1,0,3,95,92,3.3
2006,19,8,0,1,0,3,99,90,3
2006,19,8,0,1,0,3,121,118,3.6
2006,19,8,0,1,0,3,107,100,2.9
2006,19,8,0,1,0,3,110,99,3.5
2006,19,8,0,1,0,3,89,83,2.9
2006,19,8,0,1,0,3,85,70,3.7
2006,19,8,0,1,0,3,137,133,3
2006,19,8,0,1,0,3,73,68,2.2
2006,19,8,0,1,0,3,81,42,2.7
2006,19,8,0,1,0,3,89,86,3
2006,19,8,0,1,0,3,100,84,3.1
2006,19,8,0,1,0,3,66,66,4.1
2006,19,8,0,1,0,3,122,119,3.4
2006,19,8,0,1,0,3,123,119,3.4
2006,19,8,0,1,0,3,100,84,3.1
2006,19,8,0,1,0,3,125,105,3.1
2006,19,8,0,1,0,3,115,112,2.8
2006,19,8,0,1,0,3,102,98,2.9
2006,19,8,0,1,0,3,109,108,4.3
2006,19,8,0,1,0,3,66,66,3.2
2006,19,8,0,1,0,3,114,110,2.7
2006,19,8,0,1,0,3,123,118,3.4
2006,19,8,0,1,0,3,103,102,3.2
2006,19,8,0,1,0,3,102,84,2.7
2006,19,8,0,1,0,3,90,83,2.1
2006,19,8,0,1,0,3,123,108,3.4
2006,19,8,0,1,0,3,106,96,2.9
2006,19,8,0,1,0,3,107,87,3.1
2006,19,8,0,1,0,3,112,111,3.4
2006,19,8,0,1,0,3,132,68,3
2006,19,8,0,1,0,3,105,101,3
2006,19,8,0,1,0,3,98,85,3.6
2006,20,1,1,0,1,2,70,62,2.8
2006,20,1,1,0,1,2,48,48,4
2006,20,1,1,0,1,2,105,98,3.1
2006,20,1,1,0,1,2,100,96,3.4
2006,20,1,1,0,1,2,112,104,4
2006,20,1,1,0,1,2,103,90,2.5
