Year,Chamber,Quadrat,In_Out,CO2,Nitrogen,Treatment,SP_Count,SP_Total_Mass,DI_Count,DI_Total_Mass,Litter_Total_Mass
2008,17,1,1,0,0,1,-99,0,-99,2.1,6.55
2008,17,2,1,0,0,1,-99,0,-99,0.46,1.22
2008,17,3,1,0,0,1,-99,0,-99,0,1.99
2008,17,4,1,0,0,1,-99,0,-99,0.34,2.98
2008,17,5,1,0,0,1,-99,0,-99,0,1.44
2008,17,6,1,0,0,1,-99,0.005,-99,0,1
2008,17,7,0,0,0,1,-99,0,-99,0,0.92
2008,17,8,0,0,0,1,-99,0.02,-99,0,1.48
2008,18,1,1,1,1,4,-99,0,-99,0,7.75
2008,18,2,1,1,1,4,-99,0,-99,0,4.07
2008,18,3,1,1,1,4,-99,0,-99,0.8,3.18
2008,18,4,1,1,1,4,-99,0.09,-99,0.91,4.06
2008,18,5,1,1,1,4,-99,0,-99,0,1.12
2008,18,6,1,1,1,4,-99,0,-99,1.04,4.75
2008,18,7,0,1,1,4,-99,0.17,-99,0,1.27
2008,18,8,0,1,1,4,-99,0,-99,0,1.92
2008,19,1,1,1,0,3,-99,0,-99,0,0.78
2008,19,2,1,1,0,3,-99,0,-99,0,1.94
2008,19,3,1,1,0,3,-99,0,-99,0,0.03
2008,19,4,1,1,0,3,-99,0,-99,0,7.71
2008,19,5,1,1,0,3,-99,0,-99,0,1.38
2008,19,6,1,1,0,3,-99,0,-99,0,1.25
2008,19,7,0,1,0,3,-99,0,-99,0,2.33
2008,19,8,0,1,0,3,-99,0,-99,0,1.29
2008,20,1,1,0,1,2,-99,0.26,-99,1.28,4.38
2008,20,2,1,0,1,2,-99,0,-99,0.74,3.88
2008,20,3,1,0,1,2,-99,0,-99,1.62,2.86
2008,20,4,1,0,1,2,-99,0,-99,0.83,1.41
2008,20,5,1,0,1,2,-99,0,-99,0.81,5.51
2008,20,6,1,0,1,2,-99,0,-99,1.64,1.95
2008,20,7,0,0,1,2,-99,0,-99,2.94,1.89
2008,20,8,0,0,1,2,-99,0.05,-99,1.56,1.63
